,kanji,ucs,jis208,jis212,jis213,radicals,grade,stroke_count,freq,jlpt,readings,meanings,nanori,rad_main,rad_sub
1962,提,63d0,1-36-83,,,64,5.0,12,254.0,1.0,ti2;di1;shi2;je;si;제;시;Đề;Thì;Để;テイ;チョウ;ダイ;さ.げる,propose;take along;carry in hand,,64,
1968,締,7de0,1-36-89,,,120,8.0,15,797.0,1.0,di4;che;체;Đề;テイ;し.まる;し.まり;し.める;-し.め;-じ.め,tighten;tie;shut;lock;fasten,,120,
1970,訂,8a02,1-36-91,,,149,8.0,9,1690.0,1.0,ding4;jeong;정;Đính;テイ;ただ.す,revise;correct;decide,,149,
1971,諦,8ae6,1-36-92,,,149,8.0,16,2457.0,,di4;che;체;Đế;Đề;テイ;タイ;あきら.める;つまびらか;まこと,truth;clarity;abandon;give up,,149,
1973,逓,9013,1-36-94,,,162,8.0,10,1957.0,1.0,di4;che;체;Đệ;テイ;かわ.る;たがいに,relay;in turn;sending,,162,
1976,釘,91d8,1-37-03,,,167,9.0,10,2496.0,,ding1;ding4;jeong;정;Đinh;テイ;チョウ;くぎ,nail;tack;peg,,167,
1979,摘,6458,1-37-06,,,64,8.0,14,564.0,1.0,zhai1;zhe2;jeog;적;Trích;テキ;つ.む,pinch;pick;pluck;trim;clip;summarize,つむ,64,
1980,擢,64e2,1-37-07,,,64,9.0,17,,,zhuo2;tag;탁;Trạc;テキ;タク;ぬ.く;ぬき.んでる,excel in;surpass;pull out;select,,64,
1984,笛,7b1b,1-37-11,,,118,3.0,11,1928.0,1.0,di2;jeog;적;Địch;テキ;ふえ,flute;clarinet;pipe;whistle;bagpipe;piccolo,う,118,
1985,適,9069,1-37-12,,,162,5.0,14,670.0,2.0,shi4;kuo4;jeog;cheog;적;척;Thích;Đích;テキ;かな.う,suitable;occasional;rare;qualified;capable,,162,
1986,鏑,93d1,1-37-13,,,167,,19,,,di2;di1;jeog;적;Đích;テキ;かぶら;かぶらや;やじり,arrowhead,,167,
1988,哲,54f2,1-37-15,,,30,8.0,10,1093.0,1.0,zhe2;cheol;철;Triết;テツ;さとい;あきらか,philosophy;clear,あき;あきら;さと;さとし;さとる;てっ;てつん;のり;よし,30,
1990,撤,64a4,1-37-17,,,64,8.0,15,811.0,1.0,che4;cheol;철;Triệt;テツ,remove;withdraw;disarm;dismantle;reject;exclude,,64,
1992,迭,8fed,1-37-19,,,162,8.0,8,1907.0,1.0,die2;jil;질;Điệt;テツ,transfer;alternation,,162,
1993,鉄,9244,1-37-20,,,167,3.0,13,672.0,2.0,tie3;cheol;철;Thiết;テツ;くろがね,iron,けん;てっ,167,
1995,填,586b,1-37-22,,,32,,13,,,tian2;jin;jeon;진;전;Điền;Trần;Điễn;Trấn;テン;チン;は.まる;は.める;うず.める;しず.める;ふさ.ぐ,fill in,まき,32,
2000,纏,7e8f,1-37-27,,,120,9.0,21,,,chan2;jeon;전;Triền;テン;デン;まつ.わる;まと.う;まと.める;まと.まる;まと.い,wear;wrap;tie;follow around;collect,,120,
2006,伝,4f1d,1-37-33,,,9,4.0,6,416.0,2.0,yun2;jeon;전;Vân;デン;テン;つた.わる;つた.える;つた.う;つだ.う;-づた.い;つて,transmit;go along;walk along;follow;report;communicate;legend;tradition,つたえ,9,
2012,吐,5410,1-37-39,,,30,8.0,6,1674.0,1.0,tu3;tu4;to;토;Thổ;ト;は.く;つ.く,spit;vomit;belch;confess;tell (lies),,30,
2013,堵,5835,1-37-40,,,32,9.0,11,,,du3;do;도;Đổ;ト;かき,fence;railing;enclosure,,32,
2014,塗,5857,1-37-41,,,32,8.0,13,1414.0,2.0,tu2;do;도;Đồ;Trà;ト;ぬ.る;ぬ.り;まみ.れる,paint;plaster;daub;smear;coating,,32,
2015,妬,59ac,1-37-42,,,38,8.0,8,,,du4;tu;투;Đố;ト;ツ;ねた.む;そね.む;つも.る;ふさ.ぐ,jealous;envy,,38,
2022,菟,83df,1-37-49,,,140,,11,,,tu4;tu2;do;to;도;토;Thỏ;Thố;Đồ;ト;ツ;うさぎ,dodder (plant),う,140,
2024,途,9014,1-37-51,,,162,8.0,10,717.0,2.0,tu2;do;도;Đồ;ト;みち,route;way;road,,162,
2026,鍍,934d,1-37-53,,,167,,17,,,du4;do;도;Độ;ト;めっき,plating;gilding,,167,
2031,土,571f,1-37-58,,,32,1.0,3,307.0,4.0,tu3;to;du;토;두;Thổ;Độ;Đỗ;ド;ト;つち,soil;earth;ground;Turkey,つく;は;ひじ,32,
2032,奴,5974,1-37-59,,,38,8.0,5,1932.0,1.0,nu2;no;노;Nô;ド;やつ;やっこ,guy;slave;manservant;fellow,ぬ,38,
2033,怒,6012,1-37-60,,,61,8.0,9,1221.0,2.0,nu4;no;노;Nộ;ド;ヌ;いか.る;おこ.る,angry;be offended,,61,
2034,倒,5012,1-37-61,,,9,8.0,10,791.0,2.0,dao3;dao4;do;도;Đảo;トウ;たお.れる;-だお.れ;たお.す;さかさま;さかさ;さかしま,overthrow;fall;collapse;drop;break down,,9,
2039,唐,5510,1-37-66,,,30;53,8.0,10,1727.0,1.0,tang2;dang;당;Đường;トウ;から,T'ang;China;foreign,かろ;たん,30,53
2040,塔,5854,1-37-67,,,32,8.0,12,1708.0,2.0,ta3;da5;tab;탑;Tháp;トウ,pagoda;tower;steeple,,32,
2041,塘,5858,1-37-68,,,32,,13,,,tang2;dang;당;Đường;トウ;つつみ,dike;embankment,とも,32,
2046,悼,60bc,1-37-73,,,61,8.0,11,1645.0,1.0,dao4;do;도;Điệu;トウ;いた.む,lament;grieve over,,61,
2047,投,6295,1-37-74,,,64,3.0,7,236.0,2.0,tou2;tu;투;Đầu;トウ;な.げる;-な.げ,throw;discard;abandon;launch into;join;invest in;hurl;give up;sell at a loss,,64,
2048,搭,642d,1-37-75,,,64,8.0,12,1472.0,1.0,da1;tab;dab;탑;답;Đáp;トウ,board;load (a vehicle);ride,,64,
2062,等,7b49,1-37-89,,,118,3.0,12,798.0,2.0,deng3;deung;등;Đẳng;トウ;ひと.しい;など;-ら,etc.;and so forth;class (first);quality;equal;similar,と;ひ,118,
2063,答,7b54,1-37-90,,,118,2.0,12,486.0,3.0,da2;da1;dab;답;Đáp;トウ;こた.える;こた.え,solution;answer,どう,118,
2064,筒,7b52,1-37-91,,,118,8.0,12,1631.0,2.0,tong3;tong;통;Đồng;トウ;つつ,cylinder;pipe;tube;gun barrel;sleeve,,118,
2066,統,7d71,1-37-93,,,120,5.0,12,125.0,1.0,tong3;tong;통;Thống;トウ;す.べる,overall;relationship;ruling;governing,のり;むね,120,
2068,董,8463,1-38-01,,,140,9.0,12,,,dong3;dong;동;Đổng;トウ;ただ.す,correct,,140,
2069,蕩,8569,1-38-02,,,140,,15,,,dang4;tang;탕;Đãng;Đảng;トウ;とろ.かす;とろ.ける;うご.く,melt;be charmed;captivated,,140,
2070,藤,85e4,1-38-03,,,140,8.0,18,291.0,1.0,teng2;deung;등;Đằng;トウ;ドウ;ふじ,wisteria,ぞう;と;ふじゅ,140,
2071,討,8a0e,1-38-04,,,149,6.0,10,528.0,1.0,tao3;to;토;Thảo;トウ;う.つ,chastise;attack;defeat;destroy;conquer,,149,
2072,謄,8b04,1-38-05,,,149;130,8.0,17,2295.0,1.0,teng2;deung;등;Đằng;トウ,mimeograph;copy,,149,130
2075,逃,9003,1-38-08,,,162,8.0,9,931.0,2.0,tao2;do;도;Đào;トウ;に.げる;に.がす;のが.す;のが.れる,escape;flee;shirk;evade;set free,,162,
2076,透,900f,1-38-09,,,162,8.0,10,1035.0,1.0,tou4;tu;투;Thấu;トウ;す.く;す.かす;す.ける;とう.る;とう.す,transparent;permeate;filter;penetrate,とおる,162,
2077,鐙,9419,1-38-10,,,167,,20,,,deng1;deng4;deung;등;Đăng;Đặng;トウ;あぶみ;たかつき;ひともし,stirrup,,167,
2082,働,50cd,1-38-15,,,9,4.0,13,417.0,3.0,dong4;dong;동;Động;ドウ;はたら.く,work;(kokuji),,9,
2084,同,540c,1-38-17,,,30;13,2.0,6,15.0,3.0,tong2;tong4;dong;동;Đồng;ドウ;おな.じ,same;agree;equal,,30,13
2085,堂,5802,1-38-18,,,32;42,5.0,11,1010.0,3.0,tang2;dang;당;Đường;ドウ,public chamber;hall,,32,42
2087,憧,61a7,1-38-20,,,61,8.0,15,2259.0,1.0,chong1;dong;동;Sung;Tráng;ショウ;トウ;ドウ;あこが.れる,yearn after;long for;aspire to;admire;adore,,61,
2088,撞,649e,1-38-21,,,64,9.0,15,,,zhuang4;chuang2;dang;당;Chàng;ドウ;トウ;シュ;つ.く,thrust;pierce;stab;prick,,64,
2092,胴,80f4,1-38-25,,,130,8.0,10,1904.0,1.0,dong4;dong;동;Đỗng;ドウ,trunk;torso;hull (ship);hub of wheel,,130,
2093,萄,8404,1-38-26,,,140,9.0,11,,,tao2;do;도;Đào;ドウ;トウ,grape vine;wild grape,,140,
2094,道,9053,1-38-27,,,162,2.0,12,207.0,4.0,dao4;do;도;Đạo;Đáo;ドウ;トウ;みち;いう,road-way;street;district;journey;course;moral;teachings,さ;じ;ど;みつ;おさむ,162,
2095,銅,9285,1-38-28,,,167,5.0,14,1505.0,2.0,tong2;dong;동;Đồng;ドウ;あかがね,copper,,167,
2105,篤,7be4,1-38-38,,,118,8.0,16,1942.0,1.0,du3;dog;독;Đốc;トク;あつ.い,fervent;kind;cordial;serious;deliberate,,118,
2108,読,8aad,1-38-41,,,149,2.0,14,618.0,4.0,du2;dou4;dog;du;독;두;Đậu;Độc;ドク;トク;トウ;よ.む;-よ.み,read,よみ,149,
2116,苫,82eb,1-38-49,,,140,,8,2028.0,,shan1;shan4;jeom;점;Thiêm;セン;とま,rush matting,,140,
2120,噸,5678,1-38-53,,,30,,16,,,dun1;dun4;ton;톤;Đốn;トン,tonnage;(kokuji),,30,
2122,惇,60c7,1-38-55,,,61,9.0,11,2265.0,1.0,dun1;don;돈;Đôn;シュン;ジュン;トン;あつ.い,sincere;kind;considerate,あつし;あつ;まこと;とし;つとむ,61,
2126,遁,9041,1-38-59,,,162,9.0,12,,,dun4;dun;don;둔;돈;Độn;Tuần;トン;シュン;のが.れる,flee;escape;shirk;evade;set free,,162,
2128,呑,5451,1-38-61,,,30;1,,7,2362.0,,tun1;tan;탄;Thôn;トン;ドン;の.む,drink,,30,1
2130,鈍,920d,1-38-63,,,167,8.0,12,1574.0,2.0,dun4;dun;둔;Độn;ドン;にぶ.い;にぶ.る;にぶ-;なま.る;なまく.ら,dull;slow;foolish;blunt,,167,
2136,薙,8599,1-38-69,,,140,9.0,16,,,ti4;chi;치;Thế;Trĩ;テイ;チ;な.ぐ;なぎ;か.る,mow down (the enemy),,140,
2137,謎,8b0e,1-38-70,,,149,8.0,16,2021.0,,mi2;mei4;mi;미;Mê;メイ;ベイ;なぞ,riddle;puzzle;enigma;hint;tip,,149,
2139,捺,637a,1-38-72,,,64,9.0,11,,1.0,na4;nal;날;Nại;ナツ;ダツ;さ.す;お.す,press;print;affix a seal;stamp,,64,
2140,鍋,934b,1-38-73,,,167,8.0,17,1810.0,,guo1;gwa;과;Oa;カ;なべ,pot;pan;kettle,,167,
2143,縄,7e04,1-38-76,,,120,4.0,15,1075.0,1.0,sheng2;seung;승;Mẫn;Thằng;ジョウ;なわ;ただ.す,straw rope;cord,,120,
2153,迩,8fe9,1-38-86,,,162,,8,,,er3;i;이;Nhĩ;ジ;ニ;ちか.い,approach;near;close,ちかし,162,
2156,肉,8089,1-38-89,,,130,2.0,6,986.0,3.0,rou4;yug;yu;육;유;Nhục;Nhụ;Nậu;ニク;しし,meat,,130,
2157,虹,8679,1-38-90,,,142,8.0,9,2110.0,1.0,hong2;jiang4;hong;gang;홍;강;Hồng;コウ;にじ,rainbow,,142,
2162,如,5982,1-39-01,,,38,8.0,6,1704.0,1.0,ru2;yeo;여;Như;ジョ;ニョ;ごと.し,likeness;like;such as;as if;better;best;equal,き;ね;ゆき;よし,38,
2165,任,4efb,1-39-04,,,9,5.0,6,217.0,2.0,ren4;ren2;im;임;Nhâm;Nhậm;ニン;まか.せる;まか.す,responsibility;duty;term;entrust to;appoint,さ;とう;ひで,9,
2166,妊,598a,1-39-05,,,38,8.0,7,1413.0,1.0,ren4;im;임;Nhâm;ニン;ジン;はら.む;みごも.る,pregnancy,,38,
2167,忍,5fcd,1-39-06,,,61,8.0,7,1700.0,1.0,ren3;in;인;Nhẫn;ニン;しの.ぶ;しの.ばせる,endure;bear;put up with;conceal;secrete;spy;sneak,おし,61,
2168,認,8a8d,1-39-07,,,149,6.0,14,198.0,2.0,ren4;in;인;Nhận;ニン;みと.める;したた.める,acknowledge;witness;discern;recognize;appreciate;believe,,149,
2173,葱,8471,1-39-12,,,140,,12,,,cong1;chong;총;Thông;ソウ;ねぎ,stone leek;Welsh onion,,140,
2177,念,5ff5,1-39-16,,,61;9,4.0,8,390.0,2.0,nian4;nyeom;념;Niệm;ネン,wish;sense;idea;thought;feeling;desire;attention,,61,9
2178,捻,637b,1-39-17,,,64,8.0,11,,,nian3;nyeom;nyeob;념;녑;Niệp;Niệm;ネン;ジョウ;ね.じる;ねじ.る;ひね.くる;ひね.る,twirl;twist;play with,,64,
2179,撚,649a,1-39-18,,,64,,15,2398.0,,nian3;nyeon;년;Niên;Niễn;Nhiên;ネン;よ.る;よ.れる;より;ひね.る,twist;twine;kinky,,64,
2185,埜,57dc,1-39-24,,,32,10.0,11,,,ye3;ya;야;Dã;ヤ;ショ;の,open country;field;wilderness,,32,
2186,嚢,56a2,1-39-25,,,30;2,,18,,,nang2;nang1;nang;낭;Nang;ノウ;ドウ;ふくろ,pouch;purse;bag,,30,2
2187,悩,60a9,1-39-26,,,61,8.0,10,1084.0,2.0,nao3;noe;뇌;Não;ノウ;なや.む;なや.ます;なや.ましい;なやみ,trouble;worry;in pain;distress;illness,,61,
2189,納,7d0d,1-39-28,,,120,6.0,10,987.0,1.0,na4;nab;납;Nạp;ノウ;ナッ;ナ;ナン;トウ;おさ.める;-おさ.める;おさ.まる,settlement;obtain;reap;pay;supply;store,の;ろ,120,
2190,能,80fd,1-39-29,,,130;28,5.0,10,273.0,2.0,neng2;neung;nae;능;내;Năng;Nai;Nại;ノウ;よ.く;あた.う,ability;talent;skill;capacity,たか;の;のり;よし,130,28
2191,脳,8133,1-39-30,,,130,6.0,11,459.0,2.0,nao3;noe;뇌;Não;ノウ;ドウ;のうずる,brain;memory,,130,
2192,膿,81bf,1-39-31,,,130,,17,,,nong2;nong;농;Nùng;ノウ;ドウ;う.む;うみ,pus;fester;discharge,,130,
2195,蚤,86a4,1-39-34,,,142,,10,,,zao3;jo;조;Tảo;ソウ;のみ;はやい,flea,,142,
2197,把,628a,1-39-36,,,64,8.0,7,1569.0,1.0,ba3;ba4;pa;파;Bả;ハ;ワ,grasp;faggot;bunch;counter for bundles,たば,64,
2198,播,64ad,1-39-37,,,64,9.0,15,2204.0,,bo4;bo1;pa;파;Bá;Bả;ハ;バン;ハン;ま.く,plant;sow,はり,64,
2205,婆,5a46,1-39-44,,,38,8.0,11,2435.0,1.0,po2;pa;파;Bà;バ;ばば;ばあ,old woman;grandma;wet nurse,,38,
2207,芭,82ad,1-39-46,,,140,9.0,7,2026.0,,ba1;pa;파;Ba;バ;ハ,banana,,140,
2209,俳,4ff3,1-39-48,,,9,6.0,10,1137.0,1.0,pai2;bae;배;Bài;ハイ,haiku;actor,,9,
2211,拝,62dd,1-39-50,,,64,6.0,8,1443.0,2.0,bai4;bae;배;Bài;ハイ;おが.む;おろが.む,worship;adore;pray to,,64,
2212,排,6392,1-39-51,,,64,8.0,11,1047.0,1.0,pai2;pai3;bae;배;Bài;ハイ,repudiate;exclude;expel;reject;line up;arrange,おし,64,
2217,背,80cc,1-39-56,,,130,6.0,9,696.0,2.0,bei4;bei1;bae;pae;배;패;Bối;Bội;ハイ;せ;せい;そむ.く;そむ.ける,stature;height;back;behind;disobey;defy;go back on;rebel,,130,
2218,肺,80ba,1-39-57,,,130,6.0,9,1387.0,1.0,fei4;pye;pae;폐;패;Phế;ハイ,lungs,,130,
2221,倍,500d,1-39-60,,,9,3.0,10,714.0,2.0,bei4;bae;pae;배;패;Bội;バイ,double;twice;times;fold,べ;ます,9,
2222,培,57f9,1-39-61,,,32,8.0,11,1431.0,1.0,pei2;bae;bu;배;부;Bồi;Bậu;バイ;つちか.う,cultivate;foster,,32,
2223,媒,5a92,1-39-62,,,38,8.0,12,1900.0,1.0,mei2;mae;매;Môi;バイ;なこうど,mediator;go-between,,38,
2232,這,9019,1-39-71,,,162,9.0,10,,,zhe4;zhei4;jeo;eon;저;언;Giá;Nghiện;シャ;ゲン;は.う;は.い;むか.える;この,crawl;creep;grovel;trail (vines),,162,
2233,蝿,877f,1-39-72,,,142,,15,,,ying2;seung;승;Dăng;Dao;Diêu;Nhăng;Nhặng;ヨウ;はえ;はい,fly,,142,
2236,萩,8429,1-39-75,,,140,9.0,12,1544.0,1.0,qiu1;chu;추;Thu;Tho;Thưu;シュウ;はぎ,bush clover,は,140,
2237,伯,4f2f,1-39-76,,,9,8.0,7,1741.0,1.0,bo2;bai3;ba4;baeg;pae;백;패;Bá;ハク,chief;count;earl;uncle;Brazil,いき;えき;か;き;は;ひろ,9,
2240,拍,62cd,1-39-79,,,64,8.0,8,1373.0,1.0,pai1;bag;박;Phách;ハク;ヒョウ,clap;beat (music),,64,
2244,箔,7b94,1-39-83,,,118,9.0,14,,,bo2;bag;박;Bạc;ハク;すだれ,foil;gilt,,118,
2247,薄,8584,1-39-86,,,140,8.0,16,1009.0,2.0,bo2;bao2;bo4;bag;박;Bạc;Bác;ハク;うす.い;うす-;-うす;うす.める;うす.まる;うす.らぐ;うす.ら-;うす.れる;すすき,dilute;thin;weak (tea);pampas grass,,140,
2248,迫,8feb,1-39-87,,,162,8.0,8,773.0,1.0,po4;pai3;bag;박;Bách;ハク;せま.る,urge;force;imminent;spur on,さこ;せ;せこ;はさ;はさま;はざま,162,
2252,縛,7e1b,1-39-91,,,120,8.0,16,1764.0,1.0,fu2;bag;박;Phược;Phọc;バク;しば.る,truss;arrest;bind;tie;restrain,,120,
2253,莫,83ab,1-39-92,,,140,9.0,10,,,mo4;mag;mo;막;모;Mạc;Mộ;Mạch;Bá;バク;ボ;マク;モ;ナイ;くれ;なか.れ;なし,must not;do not;be not,,140,
2257,箱,7bb1,1-40-02,,,118,3.0,15,1357.0,2.0,xiang1;sang;상;Tương;Sương;ソウ;はこ,box;chest;case;bin;railway car,,118,
2259,箸,7bb8,1-40-04,,,118,8.0,15,2156.0,,zhu4;jeo;저;Trứ;Trợ;チョ;チャク;はし,chopsticks,,118,
2261,筈,7b48,1-40-06,,,118,9.0,12,,,gua1;gwal;괄;Quát;カツ;はず;やはず,notch of an arrow;ought;must;should be;expected,,118,
2264,肌,808c,1-40-09,,,130,8.0,6,1559.0,2.0,ji1;gi;기;Cơ;キ;はだ,texture;skin;body;grain,,130,
2268,鉢,9262,1-40-13,,,167,8.0,13,1890.0,1.0,bo1;bal;발;Bát;ハチ;ハツ,bowl;rice tub;pot;crown,,167,
2273,伐,4f10,1-40-18,,,9,8.0,6,1816.0,1.0,fa2;fa1;beol;벌;Phạt;バツ;ハツ;カ;ボチ;き.る;そむ.く;う.つ,fell;strike;attack;punish,,9,
2275,抜,629c,1-40-20,,,64,8.0,7,726.0,2.0,ba2;bal;pae;발;패;Bạt;バツ;ハツ;ハイ;ぬ.く;-ぬ.く;ぬ.き;ぬ.ける;ぬ.かす;ぬ.かる,slip out;extract;pull out;pilfer;quote;remove;omit,ぬき,64,
2276,筏,7b4f,1-40-21,,,118,,12,,,fa2;beol;벌;Phiệt;バツ;ハツ;ボチ;いかだ,raft,,118,
2279,噺,567a,1-40-24,,,30,,16,2308.0,,sin;신;Khẩu;はなし,talk;(kokuji),,30,
2280,塙,5859,1-40-25,,,32,9.0,13,2340.0,,qiao1;go;gag;고;각;Sác;Xác;カク;コウ;はなわ;かた.い,projecting tableland or mountain,はな,32,
2281,蛤,86e4,1-40-26,,,142,,12,,,ha2;ge2;hab;합;Cáp;コウ;はまぐり,clam,,142,
2283,伴,4f34,1-40-28,,,9,8.0,7,886.0,1.0,ban4;ban;반;Bạn;ハン;バン;ともな.う,consort;accompany;bring with;companion,とも,9,
2289,搬,642c,1-40-34,,,64,8.0,13,1664.0,1.0,ban1;ban;반;Bàn;Ban;ハン,conveyor;carry;transport,,64,
2298,繁,7e41,1-40-43,,,120,8.0,16,1198.0,1.0,fan2;po2;beon;ban;번;반;Phồn;Bàn;ハン;しげ.る;しげ.く,luxuriant;thick;overgrown;frequency;complexity;trouble,,120,
2300,藩,85e9,1-40-45,,,140,8.0,18,1896.0,1.0,fan2;fan1;beon;번;Phiên;Phan;ハン,clan;enclosure,,140,
2302,範,7bc4,1-40-47,,,118,8.0,15,1088.0,1.0,fan4;beom;범;Phạm;ハン,pattern;example;model,のり,118,
2312,蕃,8543,1-40-57,,,140,9.0,15,2361.0,,fan2;fan1;beon;번;Phiền;バン;ハン,grow luxuriously,しげ;しげる;ば,140,
2313,蛮,86ee,1-40-58,,,142;8,8.0,12,2339.0,1.0,man2;man;만;Man;バン;えびす,barbarian,,142,8
2316,否,5426,1-40-61,,,30;1,6.0,7,561.0,2.0,fou3;pi3;bu;bi;부;비;Phủ;Bĩ;ヒ;いな;いや,negate;no;noes;refuse;decline;deny,,30,1
2317,妃,5983,1-40-62,,,38,8.0,6,1752.0,1.0,fei1;bi;bae;비;배;Phi;ヒ;きさき,queen;princess,き;ぴ;み,38,
2320,悲,60b2,1-40-65,,,61;175,3.0,12,1014.0,2.0,bei1;bi;비;Bi;ヒ;かな.しい;かな.しむ,grieve;sad;deplore;regret,,61,175
2331,緋,7dcb,1-40-76,,,120,9.0,14,2443.0,1.0,fei1;bi;비;Phi;ヒ;あけ;あか,scarlet;cardinal,,120,
2333,肥,80a5,1-40-78,,,130,5.0,8,1469.0,1.0,fei2;bi;비;Phì;ヒ;こ.える;こえ;こ.やす;こ.やし;ふと.る,fertilizer;get fat;fertile;manure;pamper,い;こい;ひえ,130,
2335,誹,8ab9,1-40-80,,,149,,15,,,fei3;bi;비;Phỉ;ヒ;ハイ;そし.る,ridicule;slander,,149,
2337,避,907f,1-40-82,,,162,8.0,16,756.0,1.0,bi4;pi;피;Tị;ヒ;さ.ける;よ.ける,evade;avoid;avert;ward off;shirk;shun,,162,
2341,簸,7c38,1-40-86,,,118,,19,,,bo4;bo3;pa;파;Bá;ハ;ひ.る,winnow;fan,,118,
2342,備,5099,1-40-87,,,9,5.0,12,356.0,2.0,bei4;bi;비;Bị;ビ;そな.える;そな.わる;つぶさ.に,equip;provision;preparation,びっ;びん,9,
2357,膝,819d,1-41-08,,,130,8.0,15,2320.0,,xi1;seul;슬;Tất;シツ;ひざ,knee;lap,,130,
2358,菱,83f1,1-41-09,,,140,9.0,11,1229.0,,ling2;reung;릉;Lăng;リョウ;ひし,diamond (shape);water chestnut;rhombus,,140,
2359,肘,8098,1-41-10,,,130,8.0,7,,,zhou3;ju;주;Trửu;チュウ;ひじ,elbow;arm,,130,
2361,必,5fc5,1-41-12,,,61;3,4.0,5,265.0,2.0,bi4;pil;필;Tất;ヒツ;かなら.ず,invariably;certain;inevitable,,61,3
2363,筆,7b46,1-41-14,,,118,3.0,12,1132.0,2.0,bi3;pil;필;Bút;ヒツ;ふで,writing brush;writing;painting brush;handwriting,はじめ,118,
2364,逼,903c,1-41-15,,,162,,12,,,bi1;pib;핍;Bức;フク;ヒツ;ヒョク;ヒキ;せま.る;むかばき,urge;force;imminent;spur on,,162,
2366,姫,59eb,1-41-17,,,38,8.0,10,1566.0,1.0,ji1;heui;희;Chẩn;キ;ひめ;ひめ-,princess,,38,
2367,媛,5a9b,1-41-18,,,38,4.0,12,1735.0,1.0,yuan4;yuan2;weon;원;Viện;Viên;エン;ひめ,beautiful woman;princess,,38,
2368,紐,7d10,1-41-19,,,120,9.0,10,,,niu3;nyu;뉴;Nữu;チュウ;ジュウ;ひも,string;cord;braid;lace;tape;strap;ribbon,,120,
2370,謬,8b2c,1-41-21,,,149,,18,,,miu4;ryu;mu;류;무;Mậu;ビュウ;ビョウ;ミュウ;あやま.る,mistake,,149,
2371,俵,4ff5,1-41-22,,,9,6.0,10,1481.0,1.0,biao3;pyo;표;Biểu;ヒョウ;たわら,bag;bale;sack;counter for bags,,9,
2379,評,8a55,1-41-30,,,149,5.0,12,454.0,2.0,ping2;pyeong;평;Bình;ヒョウ,evaluate;criticism;comment,,149,
2385,苗,82d7,1-41-36,,,140,8.0,8,1713.0,1.0,miao2;myo;묘;Miêu;Meo;Miều;ビョウ;ミョウ;なえ;なわ-,seedling;sapling;shoot,ねい;のら;みう;みつ,140,
2386,錨,9328,1-41-37,,,167,,16,,,mao2;myo;묘;Miêu;ビョウ;ミョウ;いかり,anchor;grapnel,,167,
2387,鋲,92f2,1-41-38,,,167,,15,,,byeong;병;Beng;びょう,rivet;tack;thumbtack;(kokuji),,167,
2388,蒜,849c,1-41-39,,,140,,13,,,suan4;san;산;Toán;サン;にんにく;ひる;のびる,garlic,,140,
2389,蛭,86ed,1-41-40,,,142,,12,2434.0,,zhi4;jil;질;Điệt;シツ;チツ;ひる,leech,えび,142,
2391,品,54c1,1-41-42,,,30,3.0,9,225.0,3.0,pin3;pum;품;Phẩm;ヒン;ホン;しな,goods;refinement;dignity;article;counter for meal courses,,30,
2402,付,4ed8,1-41-53,,,9,4.0,5,322.0,2.0,fu4;bu;부;Phó;フ;つ.ける;-つ.ける;-づ.ける;つ.け;つ.け-;-つ.け;-づ.け;-づけ;つ.く;-づ.く;つ.き;-つ.き;-つき;-づ.き;-づき,adhere;attach;refer to;append,つけ,9,
2403,埠,57e0,1-41-54,,,32,,11,,,bu4;bu;부;Phụ;フ;ホ;つか;はとば,wharf,,32,
2405,婦,5a66,1-41-56,,,38,5.0,11,671.0,2.0,fu4;bu;부;Phụ;フ;よめ,lady;woman;wife;bride,ね,38,
2410,怖,6016,1-41-61,,,61,8.0,8,1325.0,2.0,bu4;po;포;Phố;フ;ホ;こわ.い;こわ.がる;お.じる;おそ.れる,dreadful;be frightened;fearful,,61,
2417,符,7b26,1-41-68,,,118,8.0,11,1798.0,2.0,fu2;bu;부;Phù;フ,token;sign;mark;tally;charm,,118,
2418,腐,8150,1-41-69,,,130;53,8.0,14,1225.0,1.0,fu3;bu;부;Hủ;フ;くさ.る;-くさ.る;くさ.れる;くさ.れ;くさ.らす;くさ.す,rot;decay;sour,,130,53
2419,膚,819a,1-41-70,,,130;141,8.0,15,1679.0,2.0,fu1;bu;부;Phu;フ;はだ,skin;body;grain;texture;disposition,,130,141
2420,芙,8299,1-41-71,,,140,9.0,7,2238.0,1.0,fu2;bu;부;Phù;フ,lotus;Mt Fuji,はす,140,
2421,譜,8b5c,1-41-72,,,149,8.0,19,1919.0,1.0,pu3;bo;보;Phổ;Phả;フ,musical score;music;note;staff;table;genealogy,,149,
2427,侮,4fae,1-41-78,,,9,8.0,8,2004.0,1.0,wu3;mo;모;Vũ;ブ;あなど.る;あなず.る,scorn;despise;make light of;contempt,,9,
2431,葡,8461,1-41-82,,,140,9.0,12,,,pu2;po;포;Bồ;ブ;ホ,wild grape;Portugal,,140,
2432,蕪,856a,1-41-83,,,140,9.0,15,,,wu2;mu;무;Vu;ブ;ム;かぶ;かぶら;あれる,turnip,,140,
2437,葺,847a,1-41-88,,,140,9.0,12,,,qi4;jeub;즙;Tập;シュウ;あし;ふ.く;ふき,thatch;cover;shingle;tile,,140,
2438,蕗,8557,1-41-89,,,140,9.0,16,,1.0,lu4;ro;로;Lộ;ロ;ル;ふき,butterbur;bog rhubarb,,140,
